Age group,Applicant type,Domicile,Gender,Reference point,Status,Year,Applicants
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Clearing),2013,40
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Clearing),2013,50
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Clearing),2013,60
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Clearing),2013,60
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Firm),2013,2230
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Firm),2013,2230
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Firm),2013,2260
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Firm),2013,2290
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Firm),2013,2310
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Firm),2013,2330
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Insurance),2013,60
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Insurance),2013,60
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Insurance),2013,60
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Insurance),2013,60
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Insurance),2013,70
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Insurance),2013,70
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Other),2013,180
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Other),2013,180
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Other),2013,180
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Other),2013,180
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Other),2013,190
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Other),2013,190
20,Main scheme,EU (excluding UK),All,JCQ+2,All,2014,5430
20,Main scheme,EU (excluding UK),All,JCQ+3,All,2014,5430
20,Main scheme,EU (excluding UK),All,JCQ+4,All,2014,5430
20,Main scheme,EU (excluding UK),All,JCQ+5,All,2014,5420
20,Main scheme,EU (excluding UK),All,JCQ+6,All,2014,5420
20,Main scheme,EU (excluding UK),All,JCQ+7,All,2014,5420
20,Main scheme,EU (excluding UK),All,JCQ+8,All,2014,5420
20,Main scheme,EU (excluding UK),All,JCQ+2,Free to be placed in Clearing,2014,1810
20,Main scheme,EU (excluding UK),All,JCQ+3,Free to be placed in Clearing,2014,1810
20,Main scheme,EU (excluding UK),All,JCQ+4,Free to be placed in Clearing,2014,1800
20,Main scheme,EU (excluding UK),All,JCQ+5,Free to be placed in Clearing,2014,1800
20,Main scheme,EU (excluding UK),All,JCQ+6,Free to be placed in Clearing,2014,1800
20,Main scheme,EU (excluding UK),All,JCQ+7,Free to be placed in Clearing,2014,1810
20,Main scheme,EU (excluding UK),All,JCQ+2,Holding offer,2014,790
20,Main scheme,EU (excluding UK),All,JCQ+3,Holding offer,2014,790
20,Main scheme,EU (excluding UK),All,JCQ+4,Holding offer,2014,750
20,Main scheme,EU (excluding UK),All,JCQ+5,Holding offer,2014,700
20,Main scheme,EU (excluding UK),All,JCQ+6,Holding offer,2014,670
20,Main scheme,EU (excluding UK),All,JCQ+7,Holding offer,2014,640
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Clearing),2014,30
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Clearing),2014,30
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Clearing),2014,50
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Clearing),2014,60
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Clearing),2014,70
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Clearing),2014,80
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Firm),2014,2570
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Firm),2014,2570
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Firm),2014,2590
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Firm),2014,2610
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Firm),2014,2630
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Firm),2014,2640
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Insurance),2014,70
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Insurance),2014,70
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Insurance),2014,70
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Insurance),2014,80
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Insurance),2014,80
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Insurance),2014,80
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Other),2014,160
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Other),2014,160
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Other),2014,170
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Other),2014,170
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Other),2014,170
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Other),2014,170
20,Main scheme,EU (excluding UK),All,JCQ+2,All,2015,5450
20,Main scheme,EU (excluding UK),All,JCQ+3,All,2015,5450
20,Main scheme,EU (excluding UK),All,JCQ+4,All,2015,5450
20,Main scheme,EU (excluding UK),All,JCQ+5,All,2015,5450
20,Main scheme,EU (excluding UK),All,JCQ+6,All,2015,5440
20,Main scheme,EU (excluding UK),All,JCQ+7,All,2015,5440
20,Main scheme,EU (excluding UK),All,JCQ+8,All,2015,5440
20,Main scheme,EU (excluding UK),All,JCQ+2,Free to be placed in Clearing,2015,1620
20,Main scheme,EU (excluding UK),All,JCQ+3,Free to be placed in Clearing,2015,1620
20,Main scheme,EU (excluding UK),All,JCQ+4,Free to be placed in Clearing,2015,1620
20,Main scheme,EU (excluding UK),All,JCQ+5,Free to be placed in Clearing,2015,1610
20,Main scheme,EU (excluding UK),All,JCQ+6,Free to be placed in Clearing,2015,1620
20,Main scheme,EU (excluding UK),All,JCQ+7,Free to be placed in Clearing,2015,1630
20,Main scheme,EU (excluding UK),All,JCQ+2,Holding offer,2015,900
20,Main scheme,EU (excluding UK),All,JCQ+3,Holding offer,2015,900
20,Main scheme,EU (excluding UK),All,JCQ+4,Holding offer,2015,900
20,Main scheme,EU (excluding UK),All,JCQ+5,Holding offer,2015,860
20,Main scheme,EU (excluding UK),All,JCQ+6,Holding offer,2015,820
20,Main scheme,EU (excluding UK),All,JCQ+7,Holding offer,2015,790
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Clearing),2015,50
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Clearing),2015,60
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Clearing),2015,60
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Clearing),2015,70
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Clearing),2015,80
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Clearing),2015,90
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Firm),2015,2620
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Firm),2015,2620
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Firm),2015,2620
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Firm),2015,2640
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Firm),2015,2650
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Firm),2015,2670
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Insurance),2015,70
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Insurance),2015,70
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Insurance),2015,70
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Insurance),2015,70
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Insurance),2015,80
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Insurance),2015,80
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Other),2015,180
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Other),2015,180
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Other),2015,180
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Other),2015,180
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Other),2015,190
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Other),2015,190
20,Main scheme,EU (excluding UK),All,JCQ+2,All,2016,5620
20,Main scheme,EU (excluding UK),All,JCQ+3,All,2016,5620
20,Main scheme,EU (excluding UK),All,JCQ+4,All,2016,5620
20,Main scheme,EU (excluding UK),All,JCQ+5,All,2016,5610
20,Main scheme,EU (excluding UK),All,JCQ+6,All,2016,5610
20,Main scheme,EU (excluding UK),All,JCQ+7,All,2016,5600
20,Main scheme,EU (excluding UK),All,JCQ+8,All,2016,5600
20,Main scheme,EU (excluding UK),All,JCQ+2,Free to be placed in Clearing,2016,1650
20,Main scheme,EU (excluding UK),All,JCQ+3,Free to be placed in Clearing,2016,1650
20,Main scheme,EU (excluding UK),All,JCQ+4,Free to be placed in Clearing,2016,1650
20,Main scheme,EU (excluding UK),All,JCQ+5,Free to be placed in Clearing,2016,1650
20,Main scheme,EU (excluding UK),All,JCQ+6,Free to be placed in Clearing,2016,1650
20,Main scheme,EU (excluding UK),All,JCQ+7,Free to be placed in Clearing,2016,1650
20,Main scheme,EU (excluding UK),All,JCQ+2,Holding offer,2016,800
20,Main scheme,EU (excluding UK),All,JCQ+3,Holding offer,2016,800
20,Main scheme,EU (excluding UK),All,JCQ+4,Holding offer,2016,790
20,Main scheme,EU (excluding UK),All,JCQ+5,Holding offer,2016,760
20,Main scheme,EU (excluding UK),All,JCQ+6,Holding offer,2016,720
20,Main scheme,EU (excluding UK),All,JCQ+7,Holding offer,2016,680
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Clearing),2016,50
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Clearing),2016,50
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Clearing),2016,50
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Clearing),2016,70
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Clearing),2016,70
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Clearing),2016,80
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Firm),2016,2850
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Firm),2016,2850
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Firm),2016,2850
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Firm),2016,2860
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Firm),2016,2880
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Firm),2016,2890
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Insurance),2016,90
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Insurance),2016,90
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Insurance),2016,90
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Insurance),2016,100
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Insurance),2016,100
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Insurance),2016,100
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Other),2016,180
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Other),2016,180
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Other),2016,180
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Other),2016,180
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Other),2016,180
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Other),2016,190
20,Main scheme,EU (excluding UK),All,JCQ+2,All,2017,5470
20,Main scheme,EU (excluding UK),All,JCQ+3,All,2017,5470
20,Main scheme,EU (excluding UK),All,JCQ+4,All,2017,5470
20,Main scheme,EU (excluding UK),All,JCQ+5,All,2017,5470
20,Main scheme,EU (excluding UK),All,JCQ+6,All,2017,5460
20,Main scheme,EU (excluding UK),All,JCQ+7,All,2017,5460
20,Main scheme,EU (excluding UK),All,JCQ+8,All,2017,5460
20,Main scheme,EU (excluding UK),All,JCQ+2,Free to be placed in Clearing,2017,1590
20,Main scheme,EU (excluding UK),All,JCQ+3,Free to be placed in Clearing,2017,1590
20,Main scheme,EU (excluding UK),All,JCQ+4,Free to be placed in Clearing,2017,1590
20,Main scheme,EU (excluding UK),All,JCQ+5,Free to be placed in Clearing,2017,1590
20,Main scheme,EU (excluding UK),All,JCQ+6,Free to be placed in Clearing,2017,1590
20,Main scheme,EU (excluding UK),All,JCQ+7,Free to be placed in Clearing,2017,1600
20,Main scheme,EU (excluding UK),All,JCQ+2,Holding offer,2017,740
20,Main scheme,EU (excluding UK),All,JCQ+3,Holding offer,2017,730
20,Main scheme,EU (excluding UK),All,JCQ+4,Holding offer,2017,730
20,Main scheme,EU (excluding UK),All,JCQ+5,Holding offer,2017,700
20,Main scheme,EU (excluding UK),All,JCQ+6,Holding offer,2017,670
20,Main scheme,EU (excluding UK),All,JCQ+7,Holding offer,2017,650
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Clearing),2017,70
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Clearing),2017,70
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Clearing),2017,80
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Clearing),2017,80
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Clearing),2017,90
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Clearing),2017,90
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Firm),2017,2770
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Firm),2017,2770
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Firm),2017,2780
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Firm),2017,2790
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Firm),2017,2800
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Firm),2017,2800
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Insurance),2017,80
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Insurance),2017,80
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Insurance),2017,80
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Insurance),2017,80
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Insurance),2017,80
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Insurance),2017,80
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Other),2017,230
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Other),2017,230
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Other),2017,230
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Other),2017,230
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Other),2017,230
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Other),2017,230
20,Main scheme,EU (excluding UK),All,JCQ+2,All,2018,5200
20,Main scheme,EU (excluding UK),All,JCQ+3,All,2018,5200
20,Main scheme,EU (excluding UK),All,JCQ+4,All,2018,5200
20,Main scheme,EU (excluding UK),All,JCQ+5,All,2018,5190
20,Main scheme,EU (excluding UK),All,JCQ+6,All,2018,5190
20,Main scheme,EU (excluding UK),All,JCQ+7,All,2018,5190
20,Main scheme,EU (excluding UK),All,JCQ+8,All,2018,5190
20,Main scheme,EU (excluding UK),All,JCQ+2,Free to be placed in Clearing,2018,1440
20,Main scheme,EU (excluding UK),All,JCQ+3,Free to be placed in Clearing,2018,1440
20,Main scheme,EU (excluding UK),All,JCQ+4,Free to be placed in Clearing,2018,1440
20,Main scheme,EU (excluding UK),All,JCQ+5,Free to be placed in Clearing,2018,1440
20,Main scheme,EU (excluding UK),All,JCQ+6,Free to be placed in Clearing,2018,1440
20,Main scheme,EU (excluding UK),All,JCQ+7,Free to be placed in Clearing,2018,1440
20,Main scheme,EU (excluding UK),All,JCQ+2,Holding offer,2018,770
20,Main scheme,EU (excluding UK),All,JCQ+3,Holding offer,2018,760
20,Main scheme,EU (excluding UK),All,JCQ+4,Holding offer,2018,750
20,Main scheme,EU (excluding UK),All,JCQ+5,Holding offer,2018,720
20,Main scheme,EU (excluding UK),All,JCQ+6,Holding offer,2018,690
20,Main scheme,EU (excluding UK),All,JCQ+7,Holding offer,2018,660
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Clearing),2018,60
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Clearing),2018,70
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Clearing),2018,70
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Clearing),2018,80
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Clearing),2018,80
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Clearing),2018,90
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Firm),2018,2630
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Firm),2018,2640
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Firm),2018,2640
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Firm),2018,2650
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Firm),2018,2670
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Firm),2018,2680
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Insurance),2018,90
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Insurance),2018,90
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Insurance),2018,90
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Insurance),2018,90
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Insurance),2018,90
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Insurance),2018,90
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Other),2018,210
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Other),2018,210
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Other),2018,210
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Other),2018,220
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Other),2018,220
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Other),2018,220
20,Main scheme,EU (excluding UK),All,JCQ+2,All,2019,5280
20,Main scheme,EU (excluding UK),All,JCQ+3,All,2019,5280
20,Main scheme,EU (excluding UK),All,JCQ+4,All,2019,5280
20,Main scheme,EU (excluding UK),All,JCQ+5,All,2019,5270
20,Main scheme,EU (excluding UK),All,JCQ+6,All,2019,5270
20,Main scheme,EU (excluding UK),All,JCQ+7,All,2019,5270
20,Main scheme,EU (excluding UK),All,JCQ+8,All,2019,5260
20,Main scheme,EU (excluding UK),All,JCQ+2,Free to be placed in Clearing,2019,1510
20,Main scheme,EU (excluding UK),All,JCQ+3,Free to be placed in Clearing,2019,1510
20,Main scheme,EU (excluding UK),All,JCQ+4,Free to be placed in Clearing,2019,1510
20,Main scheme,EU (excluding UK),All,JCQ+5,Free to be placed in Clearing,2019,1510
20,Main scheme,EU (excluding UK),All,JCQ+6,Free to be placed in Clearing,2019,1510
20,Main scheme,EU (excluding UK),All,JCQ+7,Free to be placed in Clearing,2019,1520
20,Main scheme,EU (excluding UK),All,JCQ+2,Holding offer,2019,860
20,Main scheme,EU (excluding UK),All,JCQ+3,Holding offer,2019,850
20,Main scheme,EU (excluding UK),All,JCQ+4,Holding offer,2019,840
20,Main scheme,EU (excluding UK),All,JCQ+5,Holding offer,2019,820
20,Main scheme,EU (excluding UK),All,JCQ+6,Holding offer,2019,780
20,Main scheme,EU (excluding UK),All,JCQ+7,Holding offer,2019,750
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Clearing),2019,50
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Clearing),2019,50
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Clearing),2019,60
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Clearing),2019,60
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Clearing),2019,70
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Clearing),2019,70
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Firm),2019,2570
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Firm),2019,2570
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Firm),2019,2570
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Firm),2019,2580
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Firm),2019,2600
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Firm),2019,2610
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Insurance),2019,80
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Insurance),2019,80
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Insurance),2019,90
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Insurance),2019,90
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Insurance),2019,90
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Insurance),2019,90
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Other),2019,210
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Other),2019,210
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Other),2019,210
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Other),2019,210
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Other),2019,220
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Other),2019,220
20,Main scheme,EU (excluding UK),All,JCQ+2,All,2020,5080
20,Main scheme,EU (excluding UK),All,JCQ+3,All,2020,5080
20,Main scheme,EU (excluding UK),All,JCQ+4,All,2020,5080
20,Main scheme,EU (excluding UK),All,JCQ+5,All,2020,5080
20,Main scheme,EU (excluding UK),All,JCQ+6,All,2020,5080
20,Main scheme,EU (excluding UK),All,JCQ+7,All,2020,5080
20,Main scheme,EU (excluding UK),All,JCQ+8,All,2020,5070
20,Main scheme,EU (excluding UK),All,JCQ+2,Free to be placed in Clearing,2020,1420
20,Main scheme,EU (excluding UK),All,JCQ+3,Free to be placed in Clearing,2020,1420
20,Main scheme,EU (excluding UK),All,JCQ+4,Free to be placed in Clearing,2020,1420
20,Main scheme,EU (excluding UK),All,JCQ+5,Free to be placed in Clearing,2020,1420
20,Main scheme,EU (excluding UK),All,JCQ+6,Free to be placed in Clearing,2020,1420
20,Main scheme,EU (excluding UK),All,JCQ+7,Free to be placed in Clearing,2020,1430
20,Main scheme,EU (excluding UK),All,JCQ+2,Holding offer,2020,1120
20,Main scheme,EU (excluding UK),All,JCQ+3,Holding offer,2020,1110
20,Main scheme,EU (excluding UK),All,JCQ+4,Holding offer,2020,1100
20,Main scheme,EU (excluding UK),All,JCQ+5,Holding offer,2020,1070
20,Main scheme,EU (excluding UK),All,JCQ+6,Holding offer,2020,1010
20,Main scheme,EU (excluding UK),All,JCQ+7,Holding offer,2020,980
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Clearing),2020,50
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Clearing),2020,50
